idx,sentence1,label
2866,«خورولی وارالی»اسم یه غولی بود ته زیرزمین خونمون قرار بود باهاش بجنگم بکشمش 😐یه دوست هم داشتم اسمش «فِتِخی» بود. نقاشیش هم همیشه می‌کشیدم. فتخی دست و پاهاش بصورت ضربدری کوتاه بلند بود اجزای صورتش هم بهم ریخته بود و خیلی حرف میزد. 😄,Nonpolitical
2867,   خنده بر هر درررد بی درمان دواس  😁  همیشه خندون,Nonpolitical
2868,  ازدواج آسان برادر!!!؟،،، ساعتی که تو انداختی مال مرفحین بی درده 😂😂😂,Nonpolitical
2869, کجا داری کون میدی اینو اول مشخص کن؟تلگرامتو گم کردممممم,Nonpolitical
2870,بنازم به این شجاعت که خیلی رک حرفتو زدی و تو زمین #ayatollah_bbc با اون طرح سوال احمقانه شون بازی نکردی.زنده باد,Political
2871,شماهایی که خواهر ندارید که دو ساعت بی وقفه باهم حرف بزنید چطور زندگی میکنید؟!,Nonpolitical
2872,از آدمی که با کارد پنیری کره رو میماله رو نون بدم میاد.#بدم_میاد,Nonpolitical
2873,      من کجا گفتم کسی حق نداره به پادشاهی رای بده، صحبت شما در مرود رای و اینها متین، ولی فکر نمیکنم ربطی به موضوع ما داشته باشه,Political
2874,دکمه‌ی هند و احتمالا تایلند زده شد. زودتر بریم یک هشتم بازیا با کیفیت بشن.,Nonpolitical
2875,به خدمتتون عارض باشم که بوسه یهویی و آنیخیلی باحالتـر و لذت‌بخش‌تر از بوسه‌های از قبل تعیین شده‌ستیه مثال از قبل تعیین شده‌ها: بوسه‌های پی‌درپی  حین سکس,Nonpolitical
2876, یکی از فعالیتهای مورد علاقه من دیدن ISS یا Hubble در بعضی اوقات سحر یا غروبه، لامصب هر دفعه جذابه,Nonpolitical
2877,بعد از اون برنامه تلویزیونی معروف من تازه فهمیدم منظور از lcd protector چیه دقیقا.کاش توی درس تنظیم خانواده این چیزا روهم توضیح میدادن,Nonpolitical
2878,گفتم شاید بدرد یکی بخوره ، من که تا حالا از ازمونا خیری ندیدم,Nonpolitical
2879,امریکا مجری پرس تی وی رادستگیر کرد.وقتی از امریکا صحبت میکنیم،وقتی از تضعیف هژمون جهانی امریکا سخن می گوییم،وقتی از هجوم فپقدرت نرم انقلاب اسلامی به بزرگتر جهان حرف میزنی ،از چه سخن می گوییم؟#از_خاشقچي_تا_مرضيه#From_Khashoggi_to_marziehhashemi,Political
2880,خیانت و وطنفروشی بدل به امری عادی شده و این وحشتناکه، استمرارطلبان در راس تمام کثافتکاریها#با_علی_عبدالرضایی_تا_براندازی #طلب_استمرار_از_مجاهدین_تاجدار#دهه_۱۷تا۲۷دی#قیام_فرودستان_سرخه_نه_سبز,Political
2881,دانمارک در مرز خود با آلمان حصار می سازد,Political
2882,یکی از دوستام خیلی داشت زر زر میکرد که چرا اینستا فالوش نمیکنم، زدم از واتس‌اپ و تلگرامم بلاکش کردم!,Nonpolitical
2883, اونور میخواستم این اموجی 💩💩 رو برات ارسال کنم، ادب به خرج دادم، ولی دیگه دیدن دوباره‌ش اینور جریحه‌دارم کرد.پس 💩💩,Nonpolitical
2884,کشوری که 60 سال پیش آدم فرستاده کره ماه و چند سال دیگه مریخ، رو به افوله ،کشوری هم که ارتشیاش هواپیمای قراضه پر از گوسفندو میکوبونن به خونه مردم در حال پیشرفت!!,Political
2885,"""پنوس کامنوس که با تغییر نام کشور مقدونیه به """"جمهوری مقدونیه شمالی"""" مخالف است از پست خود استعفا داد. شش وزیر دیگر هم از ائتلاف دولتی خارج می‌شوند. """,Political
2886,با تشکر فراوان از جناب آقای پمپئو وزیر امور خارجه آمریکا       ...PLEASE#InviteRestartLeaderToWarsaw #restart_opposition,Political
2887,مرحوم سید علی قاضی(ره):100 مرتبه #استغفار  هنگام خوابیدن برای آمرزش گناهان خوب است.(آقای قاضی به این استغفار سفارش میکردند).📚روح و ریحان،سید علی اکبر صداقت ص ۸۳شب همگی بخیر,Nonpolitical
2888, اوه توییت بعدیت خوندم پس تروریست مسلمونن گویا قرار نیست هیچ جای سوریه هم مثه ایران رنگ آزادی رو ببینه,Political
2889,  اینا خودشون دوست دارن اینجوری.که میان پخش میکنن,Nonpolitical
2890, صدا و فن بیانشون رو که نگو . :)),Nonpolitical
2891, دیگه با این ادبیاتِ قندی ک تو درخواست کردیعمرا کسی بفرسته:))),Nonpolitical
2892, مال ما همش 8 و نیمه امروزم 8 و نیم کریمیان اومد,Nonpolitical
2893,   بقایی با پول پخش کردن در کشورهای خارج مخالف بود؟ نهچرا؟چون تا آخرین روز تو این ماجرا همکاری می‌کرد. پرونده‌اش برای چیه؟ قاضی پور بخشی از پرونده رو که منتشر کرد که در منزل چقدر پیدا شده؟ نقش یاسین رامین این وسط چی بود؟,Nonpolitical
2894, وقتی می‌خواد بین چهار تا دیوار تک و تنها روزها و شبهارو بگذرونه حداقل اونجا چهار تا آدم می‌بینن، حرف میزنن... تنهایی و بی همزبونی از مرگ بدتره.,Nonpolitical
2895,آخه تا به کی آروم بشینیم ؟حسرت بکشیم، گریه ببینیمای زن تنها، مرد آواره  ...وطن دل توست، شده صد پاره 💔#چهل_سال#ب…,Political
2896,🎥فرامرزیان: خواسته‌ها و نیازهای فدراسیون فوتبال را طبق جدول ارائه شده برآورده کردیم,Nonpolitical
2897, آقای رئیس جمهور ما تو تقسیمات کشوری #استان_گرگان نداریم :| تو #استان_گلستان شهرای دیگه هم هست !!! جواب مهم…,Political
2898, یه واکنشه توم به بقیه همین حسو میدی احتمالا,Nonpolitical
2899, بزار من حرف ته دلت رو بزنم: تو گوز کدوم کون بودی,Nonpolitical
2900,دکتر عشقی هسدمجراح امعا و احشا از دانشگاه کولوکوکو :)‌)#کاسبی_پزشکان,Nonpolitical
2901,فقط آبگوشت هیساکو خار داشت جاجش کردین؟این اوکیه اونهمه فیو و ریت خورده؟,Nonpolitical
2902, من امادگیسو ندارم :|کسکش از کجا اینو پیدا کردی,Nonpolitical
2903,برای مقابله با این عقب افتاده های افراطی باید گروهی عمل کرد. چند نفری ایشان را باید از ترن بیرون میانداختند.,Nonpolitical
2904,از انتظارهایم برایِ زنگِ آخرِ مدرسه، تا دویدن هایِ پر هراس و بی وقفه ام به سویِ خانه.از تهدید هایِ پی در پیِ هم مدرس…,Nonpolitical
2905,  فقط پنج هفته لیبر رفتم و واقعا افتضاح بود، تمام حرفای اون توئیت واقعیته،اولین باری که زایمان طبیعی می دیدیم، همه حالشون بد شده بود از پروسه زایمان، من فقط به این فکر میکردم چقد درحق مادرای اونجا داره ظلم میشه،خیلی شرایط بدیه،قبلشم هیچ آموزشی ندیدن،,Nonpolitical
2906, آره گشتم اونی که میخواستمو نیافتم گوشی زدم رواله =)),Nonpolitical
2907,افول نظم لیبرال غربی، واقعیتی است که در نظام بین‌الملل در حال وقوع است و آمریکا به عنوان رهبر این نظم، خود نیز دچار ضعف…,Political
2908, کلیه درد بعضی وقتا بخاطر سرماس؛با حوله گرم بپیچون اگه خوب نشد مشکل جای دیگس؛ایشالا همین باشه و اوکی شه❤,Nonpolitical
2909,اینکه حکومت ج.ا با شکنجه و زندان و ترس و ارعاب بازم نمی تونه صدای حق طلبی بعضی از انسان‌های آزاده رو خاموش و سرکوب کنه چی…,Political
2910, شما تکلیف ۳۰۰ میلیاردی ک باشگاهتون تو ۳ سال گرفته مشخص کردید ک از باج گرفتن صحبت میکنید؟,Nonpolitical
2911,چه خوب نوشته امیرمهدی ژوله: این تیم اسمش تیم ملیه،با شکستش عقده گشایی نکنیم#ایران_ژاپن,Nonpolitical
2912,ای دل تو اگر هزار دلبر داریشرط آن نبود که دل ز ما برداریگر دل داری که دل ز ما برداری  از یار نوت مباد برخورداری#مولانای_جان,Nonpolitical
2913,خانواده مرضیه هاشمی  خبرنگار  پرس تی وی طی اطلاعیه ای از بدرفتاری با او در طول دوران بازداشت خبر داده است. به گفته خان…,Political
2914, وزیر و برانکو و ... هم حق پدری دارند برای شما لابد. منتها تشخیص پدر اصلی دشواره بین این همه آدم,Political
2915,چوب حراج #سازمان_خصوصی‌سازی به #اموال_مردم | پرونده‌های بزرگ #خصوصی‌خواری +فیلم,Political
2916, حرفت قشنگ بود، کلا کنسل کردمهر چند توییت هم فان بود 😅,Nonpolitical
2917, نکته ی جالبش اینه که حتی دی اکتیوم نکرده,Nonpolitical
2918, چی شده باز؟ :) دیوانه شدیم به خدا,Nonpolitical
2919,وقتی خودکار تو دستمه و دارم دنبالش میگردم چند سالگیه؟,Nonpolitical
2920, با شما بچه بسیجی هایه احمق باید با زبان چالش اتش صحبت کرد بفهمید ری استارت چیه اون زمان که ما مسجد اتیش…,Political
2921,وقتی کسری بودجه داریم اولین جایی که باید خرجشو کم کنه خود دولته. بودجه سازمانهای تشریفاتی و آخوندی و مفت خور هم میشه مرحله دوم کاهش هزینه ها.,Political
2922,  تحمل نکردن های چهل ساله با بهانه های چهل سالهصد سال اولش سخته خانم موکرینیشصت سال دیگه موندهتحمل کنین,Political
2923,ورزنه.شعار دشمن زاینده رود مرگت باد شرمت باد.971017 #کشاورزان#اعتراضات_سراسری #خیزش_دی۹۷  #ایران#براندازم #اصفهان,Political
2924, دشمن فرضی ؟؟؟؟؟؟؟ اگه فرضی بودن که گل نمیزدن سه تا گل زدن باختیم رفت شما هنوز میگید توهم توطئه  دشمن فرضی,Nonpolitical
2925, منم همین مشکل داشتم ، اولا تهدیدش میکردم دیدم بدتر میکنه جایی رسیده بود که به دوستام میگفت من اچ ای وی دارم ، اخر نشستم باهاش دوستانه حرف زدم ببینم چشه ، بهترین نتیجه رو گرفتم و بیخیال شد,Nonpolitical
2926, ولی ایشون گفتن ک فامیلی شون صمدی هست !,Nonpolitical
2927,به هرحال من از اول کسشر و حشری نبودم یه جایی شکست خوردم اینجوری شدم چرا تعجب میکنین😂😂,Nonpolitical
2928,هر علفی که می‌جوی، مزمزه‌کن، بیان مکنیا که اگر غلط کنی، گنده‌تر از دهان مکنمی‌دهی از زبان سبز آن سر سرخ را به بادقلقلک…,Nonpolitical
2929, شما نظراتت رو برای کنفرانس لهستان حفظ کن.,Political
2930,حجاب رامحدودبتحریک نشدن مردان نکنیدوقتی میگوییم حجاب مصونیت می آورددختر محجبه بازدارنده هایی دارد برای مخدوش نشدن حریمش ح…,Nonpolitical
2931, بنظر شما آدم موقع خواب گوشی روشن میزاره بالای سرش؟#سبک_زندگی_سالم,Nonpolitical
2932,دو دقیقه هم با مادر عروس باید صحبت کنم خب!,Nonpolitical
2933,  به کلیپ نگاه کنید قرکمر وباسن وعشوه وناز دررقص رو,Nonpolitical
2934, نه شاه نه خمینی نه رجوی نه پهلوی خدا میهن حسینی تنها راه نجات ری استارت عشق میلیونها ری استارتی سید محمد ح…,Political
2935,راه دور چرا می‌دید؟ بودجه کل صدا و سیمای میلی، خصوصاً برنامه خودتون رو بدن به کودکان گرسنه ایرانی‌. والا ضریب نفوذ بی‌بی‌سی فارسی در این ده سال از ضریب نفوذ بخش‌های خبری صدا و سیما بیشتر بوده!,Political
2936, صادرات قطعات لوازم یدکی.حتی من از چه نوع قطعه ی صادر میشه و از چه شرکتی هم اطلاع دازم البته تا سال 95,Nonpolitical
2937, خاک عالم بر سر شاهد علوی‌اش کنند. مباد آنروزی که ایران دوباره شاهد تجزیه‌طلبان علوی‌تباری همچون پیشوری و قاضی‌محمد باشد.,Political
2938, تو اینجا چکار میکنی؟برو به زندگیت برس پسر,Nonpolitical
2939,وقتی نمیتونی خودکشی کنی میتونی تصورش کنی.میگن وصف العیش ،نصف العیش. الان داشتم به ساختمونای اداره نگاه میکردم. ساختمون من5 طبقه س و روبرویی8 طبقه. شانس مردن با 8 طبقه بیشتره. فقط دوست دارم با مغز بیام پایین که اول از همه مغزم متلاشی شه تا بلکه سبک شه.,Nonpolitical
2940, درینگونه روابط پردانت جان،تنها راهکاری که بلدم ،کوچحتر کردن چارچوب رابطه است.رابطه حداقلی حول اون محور مشترک و اجتناب ناپذیر,Nonpolitical
2941,  با حقیقت محض نمیشه مبارزه کرد اپارت نون نمیخوره سهم هر ایرانی رو از دسترسی جهانی دزدیده,Political
2942,  :))))))) ممنون نه اكى بود هيچى نشد اونقد كه ژلوفن اذيت ميكنه مشروب اذيت نميكنه.,Nonpolitical
2943, بله می توان به سرنگونی فاشیسم دینی در آینده خیلی نزدیک امیدوار بود چون #مسعودرجوی هست که طی این 53 سا…,Political
2944,کسایی که توهین کردن شعورشونوبه نمایش گذاشتن ونشون دادن فرهنگ نداشتشون چقدرهکسی باداشتن حیوون خونگی مشکلی ندارهولی وقتی…,Nonpolitical
2945,یه اپ هم اون زمان بود، هایک -- هستش هنوز؟ همون هیچ‌هایک ایناست که میرید؟,Nonpolitical
2946,ما توضیحی به کسی بدهکار نیستیم،بگذار بگویند غیرمنطقی هستیم یا ضد اجتماعی هستیم،اما به این می ارزد که خودمان باشیم!تا زمانی که رفتار ما و تصمیم های ما به کسی آسیبی نمیزند، ما توضیحی به کسی بدهکار نیستیم... #اریک_فروم|هنر عشق ورزیدن|,Nonpolitical
2947, ری استارت تنها راه نجات ایران است#restart_opposition #InviteRestartLeaderToWarsaw #PersianEmpire #restart_will_make_iran_great_again #MAKE_IRAN_GREAT_AGAIN,Political
2948, وادی عشق بسی دور دراز است ولیطی شود جاده صدساله به اهی گاهی,Nonpolitical
2949, خب شاید اونا کسشعر باشن که برای توجیه کاراشون و جامعشون یک رفتار اشتباه رو علمی جلوه بدن :),Nonpolitical
2950,آن کس که قادر به زایمان نیست، حداکثر پدر احتمالی است و از لحاظ طبیعی بسیار فقیر است. #کفچه_ماهی,Nonpolitical
2951, من برای اون چیزی که خواستی پایه هستم بذار یه بار یه جا تو زندگی به درد کسی بخوریم,Nonpolitical
2952,امين خيلى باحال بودن اینا، دمت گرم آقا :**,Nonpolitical
2953,چرا این حیوان سیرجانی با این سرعت فالووراش داره زیاد میشه؟ توو ٢ ساعت از ۵k به ١٢k رسید الانم هر پنج دقیقه صد تا میره روش! من هیچوقت این مکانیزمای افزایش فالوورو درک نکردم.,Nonpolitical
2954,عشق دگردیسی تُست که به آن خودِ متعالیِ خودت تبدیل شوی، نه یک بار نه هزار بار که این پرواز را نهایتی نیست...#Taheri_Movement,Nonpolitical
2955, آخه گرونیه دیگه نمیشه ماشین اورد بیرون البته اینکه من رانندگی نمیکنم هم بی تاثیر نیست,Nonpolitical
2956, ربطي نداره!براحتي پروژه هاي دانشگاهي با پول انجام ميشه,Nonpolitical
2957,به یقین این روز تاریخی مجددا تکرار خواهد شد روزی که ما بیرون راندن اخوندها سفاک به گورستان تاریخ را جشن خواهیم گرفت برای محقق کردن این روز خجسته هموطنان عزیز به حمایت از کانون های شورشی و شوراهای مقاومت به پا خیزید   #ایران_آزاد #من_یک_آرزو_دارم,Political
2958,جالبه که سندهای ایشون همگی حقیقی هستن ودیگران همه دروغگووسندهاشون بی اعتبارباکلماتی مانند دوست خوبم وبزرگوارو... فن بیان روبرای مُوَجه جلوه دادنش به خدمت گرفته با #دشمن_خانگی مماشات کردن خیانت به #ایران استمن آنفالوکردمدیگرکاربران هم بررسی کنندتافریب نخوریم.,Political
2959, بعضی وقتام ممکنه یه پست وزارت دیگه بهش بدن، راههای فرار از استیضاح زیاده,Political
2960,  نخبه ی برعنداز تاحالا توعمرت یه کشیده هم زدی توی مجازی میخوای انقلاب کنی تخم پدرت باش پاشوبیاتو خیابون اونجا درگالت روبازکن,Political
2961,خب دیگه کم کم باید شرو کنم درس بخونم🚶🏻,Nonpolitical
2962,بهشت زير پاى مادران است دانشگاه زير پاى دختران,Nonpolitical
2963, بازی با اسپانیا خوبه؟ ترکیب تیم ۶-۳-۱ بود. دفاع مطلق، ولی بعدا فردوسی پور اومد گفت دفاع منطقی؟ بعد همین دفاع برای بقیه تیم ها اخه اخه بود...یه بازی بگو که ایران تاکتیک مشخصی برای رسیدن به گل داشت,Nonpolitical
2964,متاسفانه تنها قابلیتی که الان برای امتحان فردا دارم اینه که اگه کتاب رو بدن دستم بتونم دقیقا بدونم سوال از کجاست و دقیق جواب بدم.,Nonpolitical
2965,  شاید با رها کردن و تسلیم شدن به یک حزب (جمهوری اسلامی) بعد از پیروزیِ ائتلاف احزاب در دهه ۵۰ و واگذاری همه چیز به حزب جمهوری اسلامی پشیمان باشند اما دلیل نمیشه که از انقلاب علیه حکومت شاه پشیمان باشند,Political
2966,  بچه کفتر خوب پس ولش کن بمیره اینا اینقدر زیاد هستن و اینقدر پرو که,Nonpolitical
2967,اینکه ترم یکیا نمیدونن برا دسشویی رفتن لازم نیست اجازه بگیرن به ایران محدود نمیشه. الان سر کلاسم آمریکاییه اجازه گرفت بره دسشویی :))),Nonpolitical
2968, یَداللَهِ فَوقَ أَیْدِیهِم یعنی بنده‌ی من نگران فردا نباشاز کارهای آدم‌ها دلگیرنشوکاری از آنها برنمی‌آیددستانت را در دست من بگذار❣تمام غصه دنیا را میشه باهمین جمله تحمل کرد,Nonpolitical
2969,فکر کنم آخندها انقدری جم جمع که فینال فوتبال برای ما وآ شه🔨,Nonpolitical
2970,چه آشی پختم 🙄 فک کنم استاده متن رو بخونه، جلوم بلند شه بگه کجا بودی تا حالا؟ 🤦‍♂️ ای فرار بی‌مغزها 🤣,Nonpolitical
2971,تن آدمی شریف است به جان آدمیت نه همین لباس زیباست نشان آدمیت...#اقاميري,Nonpolitical
2972,يک مدل اوسكول هم داريم كهمياد توی دل ما لونه ميكنه بعد محل لونه شو فراموش ميكنهميره تو دل يكی ديگه لونه ميكنه...,Nonpolitical
2973,تازه وقتی اومد فرودگاه استقبالم همچین رفتم سمتش و پریدم بغلش  مسافرا از ذوق ما دو تا ذوق کرده بودن، مسئول گیت و که نگم ب…,Nonpolitical
2974,سه ساعته پیش خوابم برده و یک نفر نیومده این چراغ بی‌صاحابو خاموش کنه!و خب خواستم یادآور شم گه تو این زندگی!✋🏻,Nonpolitical
2975, من از پاسخ فرار نمیکنم شاید جواب سوال شما را نمیدانم یا پاسخ شما مستلزم فرصت و مطالعه بیشتر است . من هم محدودیت هایی دارم که باید درک کنید.,Nonpolitical
2976, میر عماد حسنى در آداب المشق مى گوید: اگر انسانى جان او ناپاک و آلوده باشد و اندیشه هاى باطل و ناروا داشته باشد، خط و مشق او صحیح و موزون نخواهد شد و خوش و ممتاز نخواهد گردید,Nonpolitical
2977, آقای آذری یه لر هیچ وقت با وجود مقنعه زیر روسری نازک و بدون زلف تاب داده شاد نیست، من همشهری شمام هر چقدر به کارهای عالی تون افتخار کنم اما اگر بگید این بچه ها شادن میگم نه,Nonpolitical
2978, وای خیلی خوش گذشت😍😍میخواستم امشب بهت بگم گفتم حتما وقت نداری :(,Nonpolitical
2979,   اقا این قضیه هشتگ نسل انقلاب رادیو فردا بود . من نفهمیدم چی باید بگیم تو فیلم !!! از آرزوهایی بگیم که بهش نرسیدیم بخاطر حکومت ؟ یا از اذیت هایی که کرده ؟,Political
2980, من‌ الان ۲ تا توپ دارم ولی پول ندارم 😂,Nonpolitical
2981,22 دی ماه سالروز دستگیری مقتدرانه متجاوزان آمریکایی یادآور غلبه ایمان بر کفر است.#مدافعان_خلیج_فارس,Political
2982,  میدونم کلا دمل ممکنه بخاطر عفونت خونی باشه ولی منظورم انرژی زیادی بود که این ترکیب داره,Nonpolitical
2983, عابد صاحب چند روز قبل قبله گاه گرامي تانرادرعزيزي ديدم و از شماهم ذكر شداوگفت كه درويرجينيا است ماگفتم كه ماهم در…,Nonpolitical
2984,عکسهای لو رفته از نشست لهستان با موضوع مقابله با ایران😀😀😀#مدافعان_خليج_فارس,Political
2985,اگر انسانی به شما “هممممم” گفت حتما بزارینش کنار,Nonpolitical
2986,امام جمعه و رئیس شورای شهر کامیاران تلویحا خواستار اعدام بازداشت‌‌ شدگان شدندـ تغییرات مدیریتی در نهادهای امنیتی کردستان یک…,Political
2987,   ... یجورایی مثل این مونه که ی جایزه ارزشمند رو رایگان به کسی بخشیده باشی! علاوه بر این که تصور می کنه این حق رو داره که هر جور که دلش می خواد دختر رو تسلیم خواست و اراده ی خودش قرار بده...,Nonpolitical
2988, به خاطر فوت همسرت خیلی متاسفم، روحش شاد، کاملا حست و درک میکنم، هم درد هستیم,Nonpolitical
2989,  منظورتون از دین و انقلاب و اسلام،افراد خاص مورد تایید شماست دیگه؟؟!!,Political
2990, قبلا بی تفاوت بودم چون میدانستم ایستادن در کنار حکومت موروثی بشار اسد اشتباه هست از اونطرف هم افتادن سوریه به بلوک اسرائیل نگران کننده هست ولی وقتی دیدم تراژدی حلب با محاصره بعد بمباران وحشتناک روسیه سپس ......تصرف شد به همه بدبین شدم,Political
2991,  شما مشکلت با اون بنده خدا حل شد ؟,Nonpolitical
2992,امسال توی #جشنواره_فیلم_فجر دیگه نمیتونیم صف وایستیم ؟ اینترنتی شده ؟؟ 🤔,Political
2993,ای کاش سازمان کمونیستی در کار بود که شما تخم نمی‌کردین برای کارگرا شاخ و شونه بکشین.,Political
2994,   چون نمیشناسنت تاری جون، واقعا رو سفیدمون کردی تا الان دایرکت نرفتی :))))))))))),Nonpolitical
2995,  اصلاح طلب ها هیچوقت مردونگی نداشتندکه گندکاریهای خودرا گردن بگیرند همیشه ازرهبری هزینه کردن,Political
2996, پسر باید حداقل ۱۸۰ باشه قدش و گرنه ....,Nonpolitical
2997, نمیدونی به چه پول و پله ای رسیدن بچه گداهای بیشرف,Nonpolitical
2998,مصطفی می‌گه تو ادا درمیاریولی خب من که می‌دونم آدم ادا درآوردن و نقاب و وانمود کردن نیستم کهاصلا باگ من اینه که بلد نیستم ادا دربیارم:/,Nonpolitical
2999, اون چیزی که من میدونم اینه کهغروبی در کار نیست،برعکس طلوع خوبی در انتظار ستاره هست,Nonpolitical
3000,"""علی خدایی:جلسه شورای عالی کار برگزار می‌شود اما موضوعش """"دستمزد"""" نیست/ افزایشِ """"حق مسکن"""" بررسی می‌شود """,Political
3001,۳تیم دیگه‌ای که صعود میکنن به نیمه نهایی، اگر به بارسا خوردن باید خیلی خودشون رو آماده کنن چون به هرحال بارسا کم تیمی نیست، ۱۴نفر تو زمین و چند نفرم تو اتاق وار,Nonpolitical
3002,یک چیزی هست همه کادر درمان هم می‌دونند بهش میگن #سندرم_سفارشی مریضی رو که سفارش کنند چهارچشمی هم بپاییدش صاعقه میزنه پودر…,Nonpolitical
3003,در ایران رو حوزه اخلاق کار نشده و کل اخلاقیات بصورت دوگانه خیر و شر تفسیر میشه.در این #رشته_توئیت با نظریه های تعدادی ا…,Nonpolitical
3004, 😆😃🤔🙄🤣🤣🤣🤣🤣🤣👍✌️👌🙌 دهنت سرویص سینا😂😂😂🤣تازه طرف حالیش نیس بابا ما الان تو شرایطی هستیم که باید شکر کنیم که هست😳😲😐🤔مردک کیروش نمیبینه کارگرا با حقوق شهروندی نمیتونن حقوق بگیرنحالا  تو که ی خارجی غرب زده ....اونم بدون حقوق شهروندی هستی😅😇😶والا,Political
3005, هه هه هه هه هه هه هه وه ( سروش استایل ),Nonpolitical
3006,پسری که سیگار میکشه بعد عطر تلخ و سرد میزنه رو دوست دارم هی تند تند بغلش کنم 😍,Nonpolitical
3007,دو تا سریال بهتون توصیه میکنم: کیلینگ ایو و ترور.,Nonpolitical
3008, بابا باشرمانه هم پیشنهاد دادم ، کسی نیومد :)),Nonpolitical
3009,  ما ی دوست داریم عمل کرده نمیزاره ما هم بکشیم :/,Nonpolitical
3010,  من خودم پیچونده شدم همیشه. والا دستم کوتاهه.,Nonpolitical
3011,بدبخت تر از 97ای ها نداریم.اون از دبستان ک آخرین سال نظام قدیم بودیم اون از کنکور که سخت ترین کنکور بود ک نکنه با نظام جدیدیا بمونن#پیمانی,Nonpolitical
3012,همین ریقویی که در تصویر مشاهده میکنید میخریدم ۱۲۰۰ تومن الان شده ۳ هزارتومن!!!,Nonpolitical
3013,روستای من به نام بیسه هرمزگان از توابع بستک تنگه,Nonpolitical
3014,سلسله موی دوست حلقه دام بلاستهر که در این حلقه نیست خارج از این ماجراستما شاگردان استاد طاهری خواهان آزادیربی قید و شرط ا…,Nonpolitical
3015,شما فک میکنید بوعلام خوخی اسم و فامیل عجیبیه تو قطر ؟ خیر قبلا یکی داشتن عبدالله کونی,Nonpolitical
3016,انتقاد کجا بود؟!!غیر از دلقک بازی اونم از نوع سخیفش که حتی نمی خندونه کار دیگه ای نمی‌کنه.,Nonpolitical
3017, بگم بگمه احمدی نژادی شروع شد؟اگه چیزی برای گفتن داری بگو ، خودتو مردم رو مسخره نکن,Political
3018,  تو این عکس که چیزی معلوم نیسکاش عکس بهتر گرفته میشد,Nonpolitical
3019,دلم التماس دعا میخواهد، از همان التماس دعاهایی که گاهی آدمیزاد دلش را به دریا میزند،وبه خلق الله رو می اندازد که دعایش کنند.آنوقت با همه وجودتدلت را به زمزمه ی خدایا گفتن خلق الله خوش میکنی...دعایم کن...#التماس_دعا,Nonpolitical
3020,وقتی با اتحاد در خیابان حاضر بشیم نیروهای نظامی هم سمت مردم رو انتخاب میکنن.سرکوب انجام نخواهد شد!#میلیونی_از_کاراکاس_تا_تهران,Political
3021,از این ارزشیایی که حامی فیلترینگن هرجا دیدین ریپورت کنید.اینا همونایی هستن که با دو گیگ حامله میشن. :)) دیگه با vpn  باید شیش قلو بزان.,Nonpolitical
3022,  اواین باره یه توئیت از مدرسه وتر رو میفهمم:),Nonpolitical
3023, هر فاکین دفعه که تو تلویزیون می‌بینمش این جمله رو می‌گم:))))))))))))),Nonpolitical
3024,   =))))))))))ايگنورمون كرده چاقال انگار كه مثلا ما به كس گفتن ادامه نميديم:))))),Nonpolitical
3025,بچه به خالش میگه شبا تو رختخواب با شوهرت چیکار میکنی؟خاله واسه اینکه یه جوابی داده باشه میگه:کشتی میگیریم.بچه میگه همینه دیگه بچه دار نمیشی!مقاومت میکنی😂😂,Nonpolitical
3026,نماینده کنگره آمریکا: جان بولتون باید گزینه‌هایی در دست داشته باشد  #ایران #امریکا #تحریم  #تغییررژیم #قیام_تاسرنگونی #ترامپ #پمپئو #اروپا #مجاهدین #رژیم_تروریست,Political
3027, من جایی خوندم ظهور شنبه اتفاق می افته,Nonpolitical
3028,کجای احادیث پیغمبر و ائمه #تولی و #تبری را اینگونه معنی کرده اند؟#یک_پرسش,Nonpolitical
3029,فرق بین استاد خوب و بد فقط اونجا که هندسه یک رو با یه ایمیل فهمیدم و ۱۹ شدمهندسه ۲ رو بیشتر نصف ترم رفتم سر کلاس و هیچی نفهمیدم,Nonpolitical
3030,بعد هم که اصلاً شراب با عجله سازگار نبود، ودکا راحت‌تر ممکن بود بگنجه با اون همه شتاب.,Nonpolitical
3031, نصف؟ امشب ده نفر هم نبودیم :))حیف واقعا. فیلم‌های خوبی داره.,Nonpolitical
3032, من یه مدت زبان درس میدادم بچه ها با ماماناشون میومدن من که دختر بودم تا اخر کلاس لال میشدم از این حجم از قرتی بودن و رگه هایی از پلنگیت !,Nonpolitical
3033, اون قرمزه رو خریدم گفتم پاکت آخرمهبعد اون هرچی خریدم جمع کردم، اون وسط دوباره جدی گفتم ترک میکنم یه مارلبرو خریدم گفتم با اون ترک کنم ولی بازم نشدحالا جدی ببینم از فردا چی میشه,Nonpolitical
3034, واقعا متاسفم با این طرز فکر و دیدگاه هرگز درست نخواهیم شد  😓😓💔💔,Nonpolitical
3035, اصولگرایی مدتهاست که مرده.اصلاح‌طلب‌ها و لیبرال‌ها که هنوز زنده هستند، باید گفت:وقتی نخبگان یک جناح، فاسد باشند، وای به حال بقیه‌شون!! (فقط 300 نفر از نخبگان تون الان توی انگلیس و آمریکا دستشون توی دست دشمنه),Political
3036, من فکر نمی‌کنمدیدم اتکو و به شخصه؟ از کدگیاس صدها بار بیشتر لذت بردمسلیقه‌ایه,Nonpolitical
